,Text,Class
64,call to eradicate tuberculosis by himalayan news service published pm mar call to eradicate tuberculosiscall to eradicate tuberculosis kathmandu march on occasion of world tuberculosis day world health organisation has called for intensifying action to end tb in southeast asia region including nepal globally highlighting urgent need for countries partners to strengthen highlevel leadership investment according to a press statement issued by new delhibased who regional office for southeast asia covid pandemic has reversed years of progress towards reaching milestones to end tbin estimated burden of new relapse tb cases globally was million an increase of halfamillion compared to mortality from tb tbhiv coinfection stood at million an increase of around from precovid levelsthe who southeast asia region bears worlds highest tb burdennepal among countries in this region,health
65,bagmati province reports over dengue cases by rastriya samachar samiti published pm oct illustration ratna sagar shrestha thtillustration ratna sagar shrestha tht bagmati october twentyseven thousand people have been infected with dengue in bagmati province since july till date bagmati province health directorate said likewise persons in province have died due to dengue infection it said out of districts of province kathmandu worstaffected while rasuwa least affected kathmandu reports dengue cases rasuwa seven cases so farthe directorate stated that cases reported in lalitpur cases in makawanpur in bhaktapur in chitwan in dhading in kavre in nuwakot in sindhuli in ramechhap in sindhupalchok in dolakha districthe death toll due to dengue in bagmati province so far including seven in kathmandu three each in sindhuli ramechhap two each in lalitpur makawanpur chitwan one each in bhaktapur dhading directorate stated,health
66,manage covid booster dose says health minister by rastriya samachar samiti published am feb photo skanda gautamthtfilephoto skanda gautamthtfile kathmandu february minister for health population padam giri has directed authorities concerned to manage booster doses of covid vaccines in view of continued threat of diseasethe infectious disease can spread to nepal due to open border with india so it urgent to manage booster shots he said while inspecting department of health services todayit has become late to administer booster dose i wonder why there a delay make arrangements of booster shots immediately along with an action plan he said he also directed concerned authorities to be responsible maintain cent per cent transparency in process of purchasing medicines as matter he said very sensitive giri urged them to make health institutions technofriendlyminister giri said people should feel changes in health sector advised department to ensure propeople service he urged divisions under department to assess their own weaknesses focus on corrections make services prompt transparentthe health minister said he was updated about complaints that medical equipment allotted by department to hospitals largely remained unused due to various reasons he directed bodies concerned to take stock of situation take action accordinglythe department director general dr dipendra raman singh briefed health minister regarding departments overall state of affairs,health
67,no new variant of virus recorded health ministry by rastriya samachar samiti published am dec ministry of health population ministry of health population kathmandu december government has made it clear that no new variant of coronavirus that has been spreading in neighbouring countries was found in nepal jointspokesperson at ministry of health population dr samir kumar adhikari issued a press statement informing that new variant of coronavirus bf was not found in nepalthe gene sequencing of samples collected from various parts of country during a month did not show bf variant only omicron variant was found while testing samples at national public health laboratoryin wake of spread of new variant of coronavirus in some countries ministry said it would increase vigilance coordinate with concerned countriesjointspokesperson adhikari however urged all to be aware informed about spread of new variant of coronavirus of lateall requested to use mask maintain physical distance pay heed to handwashing in view of spread of new variant of coronavirus in countries abroad he said,health
68,dengue a public health concern by ajit neupane published am sep no image kathmandudengue most common arbovirus infection worldwide has become serious public health concern as of today geographic distribution of dengue has crossed more than countries world health organisation has estimated that more than billion people at risk of dengue infectiondengue a mosquitoborne viral disease mostly reported on tropical subtropical areas in context of nepal dengue incidence has increased rapidly in recent years due to expansion of vector aedesaegypti aedesalbopictus fewer cases being imported from movement of people from affected regions mostly from indiatransmission of denguedengue transmitted primarily by bite of female aedesaegypti mosquito mosquito highly anthropophilic in nature gets attracted to humans rather than other animals this specific mosquito has short frequent biting behaviour it prefers to rest indoors mosquito bites usually during day time its peak biting periods early morning before duskaedesaegypti mosquito has specific arc on thorax region ornamented with white stripes spots on its body appendages except wingsonce infected humans main carriers multipliers of virus serving as source of virus for uninfected mosquitoesincubation period varies from three to daysclinical featuresdengue viral infection usually shows mild symptoms of fever flulike features dengue infections primarily categorised into two main types• dengue fever• dengue haemorrhagic feverdengue feverthe illness starts from two to seven days of infection most common symptoms of dengue fever are• high fever – degrees f• aches pain headache pain behind eyeball muscle pain joint pain• loss of appetite• nausea vomiting• abdominal discomfort• dehydration• swollen glands• electrolyte imbalance• skin rashes et cetera,health
69,new coronavirus mutant raises concerns in india beyond by associated press published pm jul file a nurse prepares to administer vaccine for covid at a private vaccination center in gauhati india april photo apfilefile a nurse prepares to administer vaccine for covid at a private vaccination center in gauhati india april photo apfile quickly changing coronavirus has spawned yet another super contagious omicron mutant thats worrying scientists as it gains ground in india pops up in numerous other countries including united statesscientists say variant – called ba – may be able to spread rapidly get around immunity from vaccines previous infection its unclear whether it could cause more serious disease than other omicron variants including globally prominent ba its still really early on for us to draw too many conclusions said matthew binnicker director of clinical virology at mayo clinic in rochester minnesota but it does look like especially in india rates of transmission showing kind of that exponential increase whether it will outcompete ba he said yet to be determinedstill fact that it has already been detected in many parts of world even with lower levels of viral surveillance an early indication it spreading said shishi luo head of infectious diseases for helix a company that supplies viral sequencing information to us centers for disease control prevention latest mutant has been spotted in several distant states in india appears to be spreading faster than other variants there said lipi thukral a scientist at council of scientific industrial researchinstitute of genomics integrative biology in new delhi its also been detected in about other countries including australia germany united kingdom canada two cases were recently identified on west coast of us helix identified a third us case last weekfueling experts concerns a large number of mutations separating this new variant from omicron predecessors some of those mutations in areas that relate to spike protein could allow virus to bind onto cells more efficiently binnicker saidanother concern that genetic tweaks may make it easier for virus to skirt past antibodies protective proteins made by body in response to a vaccine infection from an earlier variantbut experts say vaccines boosters still best defense against severe covid in fall its likely us will see updated formulations of vaccine being developed that target more recent omicron strainssome may say well vaccination boosting hasnt prevented people from getting infected yes that true he said but what we have seen that rates of people ending up in hospital dying have significantly decreased as more people have been vaccinated boosted naturally infected we starting to see background levels of immunity worldwide creep up,health
70,smartwatches may provide early parkinsons diagnosis published days ago share a woman uses a smartwatch image source getty images image caption smartwatches could be used to identify parkinsons disease early by annabel rackham bbc news smartwatches might help diagnose parkinsons disease up to seven years ahead of symptoms a study suggests uk dementia research institute team at cardiff university used artificial intelligence to analyse data from smartwatch wearers by tracking their speed of movement over a single week between they were able to predict which would go on to develop parkinsons it hoped this could ultimately be used as a screening tool but more studies comparing these findings with other data gathered around world needed to check how accurate it will be researchers say in journal nature medicine brains of people with parkinsons disease become damaged over many years symptoms include involuntary shaking tremors slow movement stiff inflexible muscles but often by time a diagnosis has been made there has already been too much irreversible damage to brain cells since about of uk population wore smartwatches study leader dr cynthia sandor said they might offer a cheap reliable way to identify earlystage parkinsons we have shown here that a single week of data captured can predict events up to seven years in future she said with these results we could develop a valuable screening tool to aid in early detection of parkinsons this has implications both for research in improving recruitment into clinical trials in clinical practice in allowing patients to access treatments at an earlier stage in future when such treatments become available study used data from uk biobank an indepth health database of more than half a million people parkinsons disease device trialled at hospital research could reveal early causes of parkinsons dementia risk higher for footballers than keepers dr kathryn peall who worked on study told bbc news it appeared to be accurate distinguish parkinsons from other things that might affect movement such as old age frailty we compared our model across a number of different disorders including other types of neurodegenerative disorders individuals with osteoarthritis other movement disorders amongst others an advantage of being able to work with a dataset such as uk biobank she said results from individuals diagnosed with parkinsons disease were distinct but whether people should be told they had parkinsons years before symptoms developed will always remain an individual personal choice where this work potentially important to field that we ultimately hope that new therapies that allow us to slow disease progression will become available dr peall added,health
71,rise in psychological distress in young adults survey published day ago share picture of young adult speaking to advisor image source getty images by smitha mundasad health reporter there has been a rise in number of young adults in england who report feelings of severe distress according to a new survey study found one in five to yearolds said they experienced severe distress at end of compared to around one in seven in research suggested reports of severe distress rose across all age groups except for those over experts have pointed to pandemic cost of living healthcare crisis researchers used a pointbased score during telephone interviews to assess severe distress for survey people had not necessarily sought clinical help a diagnosis at this point research team including academics from kings college london university college london ucl say rise in reports needs to be urgently addressed england mental health referrals at million high how has coronavirus affected mental health dr leonie brose from kings said last three years have seen an unprecedented series of events that can be seen to be contributing to a worsening in peoples mental health a pandemic a cost of living crisis a healthcare crisis our study shows that englands wellbeing steadily getting worse whats required now a strategy that puts equality wellbeing sustainability at heart of societys response monthly telephone survey was conducted between april december involved some adults in total each month a new group of adults were asked how often in last days they had experienced a number of negative feelings such as worthlessness hopelessness feeling nervous feeling so depressed nothing could cheer them up participants were asked to rate their feelings on a fivepoint scale with higher scores placing them in severe category overall proportion of people reporting severe distress increased from to with some groups affected more than others including participants from lowincome backgrounds meanwhile proportion of adults reporting any distress was about a third during this time it dipped to in may rose back to by end of that year commenting on study prof sir simon wessely at institute of psychiatry psychology neurosciences kings college london said strength of this study that it large population based can look at trends over time overall it suggests that what one might call normal feelings of distress unhappiness anxiety that probably do not require indeed receive professional help have not changed much in recent years but there has been a definite increase in more severe levels of distress some of which may reach what we call clinical levels in which some form of assessment most likely in primary care might be indicated of particular concern that this seen most in young people confirmed by other studies dr michael bloomfield at ucl said it was particularly concerning that high levels of distress were most marked during young adulthood adding that this was a key period of development this may represent elevated risk of subsequent mental health problems he said a mentally healthy adult population in everyones interests investing in improving mental health pays for itself many times over,health
72,covid pandemic linked to surge in child teen diabetes published june share a woman injecting herself with insulin to treat type diabetes image source getty images by michelle roberts digital health editor there has been an unusual rise in number of children teenagers around world diagnosed with type diabetes since covid say researchers a new study in jama network open journal has collated available data from different countries including uk on more than young people diagnosed during pandemic authors describe increase in cases of diabetes as substantial more work needed to understand why rise happening they say some of rise could be attributed to catchup from backlogs delays when health services were shut but does not explain all of newly diagnosed cases say scientists before pandemic incidence rate of childhood type diabetes was already increasing by about a year recent study found there was a rise in rate during first year of pandemic compared to before covid in second year of covid rate was up about on prepandemic levels researchers from university of toronto say regardless of cause more resources support may be needed for growing number of children adolescents affected by type diabetes what type diabetes people with condition have to closely monitor their blood sugar level take insulin to control it because their body cannot do this automatically that because insulinproducing cells in pancreas mistakenly destroyed by bodys immune system it occurs in children adults but causes not fully known there currently no cure whats behind rise experts say it unclear what has triggered surge in cases but there some theories one such theory that covid can trigger a reaction in some children which increases risk of diabetes but among studies looking for this type of autoimmune reaction where body starts to attack some of its own healthy cells not all have found evidence to support this theory another hypothesis that exposure to some germs in childhood can help guard against a number of conditions including diabetes some scientists believe it possible that lockdowns physical distancing during covid meant many children did not get sufficient exposure to germs missed out on this additional protection hilary nathan policy director at type diabetes charity jdrfuk said this research reflects a lifechanging reality for so many families here in uk she urged people to look out for symptoms of type diabetes tiredness thirst needing to go to toilet to urinate more often weight loss increasing thinness collectively known as four ts knowing these signs getting an early diagnosis swift treatment can be lifesaving she said jo theo image caption theo pictured with his mum jo controls his diabetes using an insulin pump theo now was diagnosed with type diabetes a year ago it happened just a few months after he caught covid his mum jo says it came as a shock i didnt know anything about diabetes i thought it was a misdiagnosis because he wasnt poorly with it were very lucky that we caught it early youre trying to process that your childs going through this youre being taught all these scientific facts about conditionto keep them alive if you dont do it you know there severe consequences theo who lives in sheffield now has an insulin pump managing his diabetes well artificial pancreas recommended on nhs sniffer dog smells blood sugar levels dr faye riley from diabetes uk said research worldwide has identified higher than expected numbers of diabetes diagnoses in wake of covid pandemic this study adds to evidence future studies that examine longerterm trends will be important to disentangle impact of pandemic from natural fluctuations in incidence of type over time as well as establishing range of factors that could be behind any apparent rise,health
73,aspartame it a possible cause of cancer published june share women drinking cola image source getty images by james gallagher health science correspondent sweetener aspartame which found in a variety of foods fizzy drinks set to be officially classified as possibly carcinogenic to humans reports claim label frequently causes confusion as it gives no sense of whether potential risk big miniscule other possibly carcinogenic substances include aloe vera diesel pickled asian vegetables bbc understands international agency for research on cancer iarc will make an announcement on july what has aspartame in it aspartame times sweeter than sugar so it gives taste without calories you will find it on ingredients list of many diet sugarfree foods including diet drinks chewing gums some yoghurts high profile drinks containing aspartame include diet coke coke zero pepsi max up free but sweetener in around food products sweetener has been used for decades approved by food safety bodies but there has been a swirl of controversy around ingredient iarc cancer research arm of world health organization has been reviewing about studies on aspartame cancer reuters news agency says it has spoken to sources close to process aspartame will be classified possibly carcinogenic but what does classification actually mean bbc understands official announcements will be made by iarc a separate expert committee on food additives alongside a publication in lancet oncology medical journal on july iarc uses four possible classifications group carcinogenic to humans group a probably carcinogenic to humans group b possibly carcinogenic to humans group not classifiable however this where it can get confusing iarc categorisation wont tell us anything about actual level of risk from aspartame because thats not what iarc categorisations mean says kevin mcconway professor of statistics at open university iarc tells us how strong evidence not how risky a substance to your health possibly category used when there limited evidence in people data from animal experiments it includes diesel talc on perineum nickel aloe vera asian pickled vegetables a host of chemical substances i emphasise though that evidence that these things could cause cancer not very strong they would have been put in group a added prof mcconway iarc classifications have caused confusion in past have been criticised for creating unnecessary alarm when processed red meat was categorised as carcinogenic it led to reports equating it to smoking but risk of giving people an extra oz g of bacon on top of any they already eat every single day for rest of their lives would lead to one case of bowel cancer we do not have equivalent numbers for aspartame however joint world health organization food agriculture organizations expert committee on food additives due to report in july its stance since has been a daily intake of milligrams per kilogram of your body weight per day was safe that works out at between cans of diet drinks depending on exact ingredients a day for a kg nineandahalf stones adult international council of beverages associations executive director kate loatman said public health authorities should be deeply concerned by leaked opinion also warned it could needlessly mislead consumers into consuming more sugar rather than choosing safe noand lowsugar options rick mumford deputy chief scientific adviser to uks food standards agency said body would closely study reports but our view that safety of this sweetener has been evaluated by various scientific committees it considered safe at current permitted use levels a study in early s linked it to cancer in mouse rat experiments but findings were criticised other animal studies have not found a cancer risk last year a study of people compared people who consumed no sweeteners with those who consumed large amounts high levels of sweeteners including aspartame were linked to a higher risk of cancer but there many differences in health lifestyles between two groups frances huntwood from international sweeteners association said aspartame one of most thoroughly researched ingredients in history with over food safety agencies across globe declaring it safe there some people who cannot safely consume aspartame these people with an inherited disease called phenylketonuria pku people with pku unable to metabolise a component of aspartame,health
74,nhs england head urges football clubs to consider gambling ad impact published days ago share a brentford football shirt image source reuters by oliver slow james fitzgerald bbc news football clubs should think about impact on fans when accepting sponsorships from gambling firms head of nhs england has said amanda pritchard said deals send a message to children that gambling was ok her comments came after news that nhs nearly doubling number of gambling addiction clinics to after a record number of referrals some patients were referred for gambling support in this up from two years prior seven new facilities to be opened this summer on top of eight already open speaking on bbc sunday with laura kuenssberg show ms pritchard described severe gambling addiction as a cruel disease a life destroyer it would be really great to see gambling industry also organisations like football clubs really think seriously about their responsibilities here she said shirt sponsorship deals mean that its kids that seeing every day now messages that say gambling ok she says she also highlighted fact people can bet every hour of day on their mobile phones leading to a really significant increase in demand for nhs gambling addiction services in a separate statement to announce new clinics ms pritchard said children adults were being bombarded with gambling adverts nhs announcement follows a coroners verdict on thursday that one betting firm could have done more to help a gambler who took his own life in after amassing huge debts company in question betfair said it had met all regulatory standards which were in place at time but conceded in hindsight that it should have done more meanwhile a campaign group this week urged uk government to step in after three premier league clubs announced new shirt sponsorship deals with betting firms gambling addiction its a double life when full set of nhs facilities open across england health service hopes to be able to treat patients a year using techniques such as cognitive behavioural therapy cbt seven new clinics in blackpool bristol derby liverpool milton keynes sheffield thurrock in essex these in addition to others already running in london leeds newcastle manchester southampton stokeontrent telford an eighth clinic in london exists to treat not only gambling but also gaming addiction in children young people public health minister neil obrien said government had set out plans to tackle gambling including a commitment to introduce a statutory levy so gambling companies pay their fair share towards treatment services publication of governments white paper in april marked biggest shakeup of regulation in sector since advent of smartphone among measures proposed were a stake limit of £ on online slot machines for young gamblers but campaigners attacked a lack of action on adverts new addiction facilities were described as heartening by charity gambling with lives whose strategy director will prochaska said clinics couldnt come at a more pertinent moment whilst gambling advertising lures more people into harm announcement was also welcomed by matt zarbcousin director of clean up gambling who said current business model was built on harm lib dems said news of record addiction referrals showed conservatives were not doing enough to protect gamblers far too many people suffering from gambling harms said health spokesperson daisy cooper mp accusing government of dragging their feet on issue these new figures must be a wakeup call to ministers to stop dithering act now before more lives ruined,health
75,bird flu defence discovered in our bodies published june share a flock of birds image source reuters by james gallagher health science correspondent a key defence that blocks nearly all bird flu when it attempts to invade our body has been discovered by scientists bird flus have been involved in four pandemics since killing millions of people research led by university of glasgow showed those pandemics normal winter flus had evolved ways of getting round this powerful barrier team think we will soon be able to predict which of flus currently in birds pose biggest risk scientists were investigating spillover events these moments a person catches an infection from an animal this jump across species a critical step in start of a new pandemic listen jump on bbc sounds in laboratory experiments researchers uncovered a section of our genetic code our dna that becomes activated in response to an infection it called btna although even researchers admit were stuck with a clunky name data published in journal nature showed btna became active in our nose throat lungs that it reduced ability of bird flus to replicate researcher dr rute maria pinto said nearly all bird flus unable to bypass this protection so these normally blocked by it so they dont jump she added big majority of human viruses in fact all pandemic viruses so far have resistance to btna so they overcome this block therefore infect there a constant chance of bird flus making jump into people there a variety of flu viruses in wild birds poultry poses a high risk because of sheer number of farmed animals their close proximity to people flu pandemic thought to have started in birds estimated to have killed million people researchers showed a form of bird flu called hn developed higher levels of resistance to btna in before first human cases emerged in evolving ways of bypassing btna one of steps a bird flu can take to successfully infect us researchers vision to routinely analyse sequence genetic code of flus that currently circulating in birds identify dangerous ones tackle them dead bird clean up crew image source pa media prof massimo palmarini director of centre for virus research in glasgow told me in not so distant future well be able to put together all pieces of puzzle from a sequence of a virus well be able to say this has a chance to cross over to humans this virus has only a chance then targeted measures could be introduced to help control viruses that do have a high risk of making jump current outbreak worlds bird populations have been hit by largest bird avian flu outbreak ever recorded bird flu outbreak what it whats behind it bird flu brazil declares animal health emergency virus hn has occasionally jumped into people coming into close contact with infected animals but it has not spread from one person to another prof palmarini said a bit more than of virus samples from birds all seven cases detected in people this year had resistance to btna that one layer of concern other virus has spread as never before he told me however ability to bypass btna only one aspect of viruss threat to human health dr stephen oakeshott head of infections immunity at medical research council said this interesting study illustrates an important piece of very complex puzzle underpinning viral transmission between species this type of mechanistic scientific insight coupled with genetic surveillance can offer a window into future disease risks to inform public health planning,health
76,million pound appeal for monthold hallie who has leukaemia published days ago share hallie with a doll image source hannah dugdale image caption hallie described as so gentle kindnatured by her aunt by andy giddings bbc news west midlands an appeal for a million pounds has been launched to pay for leukaemia treatment for a monthold girl hallie from coventry was diagnosed at birmingham childrens hospital when she was eight months old but when her last stem cell transplant failed to work her family said they were told their best option might be to pay for treatment in united states it seems a very big mountain to climb hallies aunt hannah dugdale said hallie was first diagnosed in summer of while on a family holiday in spain was flown home for treatment she has a rare form of leukaemia known as jmml has undergone chemotherapy blood transfusions two stem cell transplants ms dugdale said they discovered on thursday latest transplant had not worked a consultant at birmingham hospital suggested their only remaining option was car tcell therapy hallie image source hannah dugdale image caption hallie first started showing symptoms while on holiday in spain aged eight months cart works by removing a type of immune system cell called a t cell from patients blood those cells then genetically modified in lab to make them more effective at targeting cancer cells multiplied infused back into patient drop by drop national institute for health care excellence nice described them as personalised immunotherapy treatments which usually given as a oneoff treatment a trial due to start at great ormond street hospital in coming months but hallies aunt said they would prefer not to wait that long were hoping to take her to us instead it will require a third transplant which family said nhs would not fund ms dugdale said she her sister had talked about having children for a long time said hallie was sweetest little girl shes so gentle kindnatured her niece deserves to be given every chance at a long happy life she added she said her sister kim was devastated as any mother would be but also overwhelmed by support she received appeal had already passed £ ms dugdale said she hoped they would be able to start treatment before they raised full amount through go fund me page birmingham childrens hospital said sadly a third transplant isnt a current treatment option for hallie who has a rare form of leukaemia it also said its teams were continuing to explore options for her including possibility of experimental cart therapy as part of a clinical trial nhs england have been contacted for a response,health
77,south koreans become younger under new agecounting law published june share students at an elementary school in suncheon south of seoul image source getty images image caption south koreans will turn a year two younger under a new law by kelly ng yuna ku in singapore seoul south koreans have become a year two younger as a new law aligns nations two traditional agecounting methods with international standards law scraps one traditional system that deemed south koreans one year old at birth counting time in womb another counted everyone as ageing by a year every first day of january instead of on their birthdays switch to agecounting based on birth date took effect on wednesday president yoon suk yeol pushed strongly for change when he ran for office last year traditional agecounting methods created unnecessary social economic costs he said for instance disputes have arisen over insurance payouts determining eligibility for government assistance programmes previously most widely used calculation method in korea was centuriesold korean age system in which a person turns one at birth gains a year on january this means a baby born on december will be two years old next day a separate counting age system that was also traditionally used in country considers a person zero at birth adds a year on january this means that for example as of june a person born on june under international system under counting age system under korean age system lawmakers voted to scrap traditional counting methods last december despite move many existing statutes that count a persons age based on counting age calendar year system will remain for example south koreans can buy cigarettes alcohol from year not day they turn three in four south koreans were also in favour of standardisation according to a poll by local firm hankook research in january some like jeongsuk woo hope change will help break down koreas hierarchical culture there a subconscious layer of ageism in peoples behaviour this evident even in complex language system based on age i hope abolition of korean age system adaptation of international standard get rid of old relics of past said yearold content creator another resident hyun jeong byun said i love it because now im two years younger my birthday in december so i always felt like this korean age system making me socially older than what i actually am now that korea following global standard i no longer have to explain my korean age when i go abroad yearold doctor said south koreas medical sector has already been adopting international age system traditional agecounting methods were also used by other east asian countries but most have dropped it japan adopted international standard in while north korea followed suit in s,health
78,she helped kill roe v wade now she wants to end abortion in america published june share related topics us abortion debate kristan hawkins in west virginia image source ross mantlebbc image caption kristan hawkins says she will abolish abortion in us by holly honderich in washington when kristan hawkins was she started sleeping in her office it was years before her organisation students for life of america sfla would become one of largest most influential antiabortion groups in country it was more than a decade before she would stand outside us supreme court to announce to her triumphant supporters that nationwide right to abortion had been undone but back then in sfla headquarters were in arlington virginia closest town where hawkins her husband could afford to buy a house was minutes away at first she tried commute leaving home at am returning at pm but drives became too much gas too expensive so she bought a cheap loveseat from ikea figuring she could put in hours of work over two days before driving home for a night she used a nearby golds gym for showers new couch for naps when hawkins found office was also inhabited by cockroaches she bought an eye mask started sleeping with lights on to keep them away it was terrible terrible her husband jonathan said of that period which was just two years into their marriage but kristan hawkins was relentless she had a job to do she was going to see end of roe v wade overturning national right to abortion that had been protected for nearly half a century last june she was successful prochoice advocates say that her activism since then has already helped cut off abortion access for around million women pushed country into a public health crisis but hawkins has a new more ambitious goal she wants to make abortion unthinkable unavailable across us in year after roe was overturned hawkins has gone into overdrive growing size reach of sfla using that power to push state legislatures to pass increasingly severe bans thats momentum thing right like ok all of america watching push gas pedal down on everything right now she said more more more more more hawkins now bolder more unyielding than her predecessors reflective of a new generation of activists moving towards their ultimate goal a federal abortion ban beginning at conception shes representative of rightward shift in movement… how far movement can go said mary ziegler a law professor at university of california davis a leading expert on us abortion debate kristan really important to understanding what comes next hawkins plans at odds with public opinion a majority of americans support access to legal abortion even some republicans say she going too far too fast but roes reversal too was once considered a longshot now one year after its demise hawkins believes she will lead antiabortion movement to another improbable win students for life activists celebrate overturning of roe v wade image source getty images image caption students for life activists celebrate end of roe v wade we launched sfla to be this postroe generation hawkins said most antiabortion advocates have an origin story a moment they say set them on a prolife mission kristan hawkins moment came when she was at home in west virginia she started volunteering at a crisis pregnancy centre type of facility that dissuades women from having abortions by providing prolife counselling ultrasounds material supplies like diapers wipes before she was allowed to start work hawkins had to learn what abortion was to understand what it looked like someone at clinic gave her a vhs tape of silent scream a controversial antiabortion propaganda film that purported to show a foetus on ultrasound experiencing distress during an abortion at weeks film denounced as a fraud by abortion rights activists runs counter to findings from leading scientists who say a foetus does not have capacity to feel pain until at least weeks gestation but hawkins was horrified she was also incredulous in her view she had just encountered greatest human rights atrocity of our time routine killing of preborn babies term she uses to describe foetuses so why wasnt everyone trying to stop it i remember that first day at pregnancy centre walking out saying oh my god how life going on as normal when this happening she said during an interview in may that changed everything after a summer at clinic hawkins started a community antiabortion group called teens for life she joined local right to life chapter she joined local republican chapter i was youngest one there by like four decades she said by after college graduation short stints at republican national committee department of health human services hawkins was recruited to run students for life then a fledgling organisation with groups on campuses she was seventeen years later hawkins remains obsessive prone to sending colleagues texts emails at all hours her daily schedule typed into her iphone a nightmare more than two dozen meetings commitments blocked off in overlapping intervals her days occasionally interrupted by calls from a health coach theyre trying to get me to drink water she said i always joke that students for life built on diet mountain dew she jonathan live in an rv with their four children so entire family can join her on her frequent sfla excursions jonathan a former teacher provides homeschooling i just go with flow thats all you can do jonathan said during a family outing at pittsburgh zoo last month i think youre sick of word abortion kristan said to him later that day when i say it sometimes i swear i can see you twitch watching her with followers donors hawkins sarcastic often turns to humour a sometimes unexpected habit from a woman pushing to outlaw abortion entirely she also swears a lot fidgets when she talks she doesnt have friends she said in traditional sense like i dont have girlfriends i go for brunch with… what would i talk about besides ending abortion hawkins mission born that day at pregnancy centre has proven to be all consuming something she well aware of she has tried to teach her team principle of dbw dont be weird which code for dont freak people out you have to know when to display your passion she said if you carry around a pocketbook of graphic images of children whove been aborted whip that out at dinner table some people going to be pretty mad at you,health
79,us health panel releases new breast cancer screening guidelines published may share woman receives breast cancer screening image source getty images image caption us medical experts recommend women begin screening every other year for breast cancer beginning at age by chelsea bailey bbc news washington a body of us medical experts recommending women begin preventative breast cancer screening a decade earlier than under current guidelines they recommend preventative mammograms starting at age with regular screenings every other year draft guidelines from us preventive services task force usps now under review previous guidelines suggested most women start screening at age task force made up of doctors disease experts who look at research on best way to prevent diseases said that if adopted new recommendations could save lives of an additional of american women breast cancer second most common cancer among us women according to centers for disease control prevention nearly of american women will be diagnosed with breast cancer at some point in their lifetimes new screening guidelines especially crucial for black women who more likely to die from breast cancer than white women task force said on tuesday ensuring black women start screening at age an important first step yet it not enough to improve health inequities we face related to breast cancer vice chair dr wanda nicholson said in a statement new draft guidelines would apply to women who have an average risk for breast cancer a family history of disease it also includes women with other risk factors like dense breast tissue a condition that can both increase risk of cancer make it harder to detect using mammograms guidelines would not however apply to women who have a genetic risk of breast cancer such as brca genetic mutation media caption an indian startup has designed a cheap noninvasive breast cancer test if adopted new recommendations set us apart from countries like uk canada which recommend screenings begin at uks national health service nhs considers cancer risk for women under to be generally very low according to cancer research uk women invited to screen every three years in canada screenings not recommended for women aged instead mammograms recommended for women aged every two to three years breast cancer incidence in united states has risen over last four decades according to a study published last october in american cancer society journal but death rates have fallen since their peak in thanks to advances in screening treatment study found women diagnosed with breast cancer in us have a survival rate according to national cancer institute but those survival rates shift dramatically if you a minority in us aggressive breast cancer hits black women harder a recent study found that compared to white women minority women more likely to be diagnosed with advancedstage breast cancer american college of radiology has called for earlier more intensive screening for highrisk women called for women to have a breast cancer risk assessment by age to determine if early preventative screening needed our worry that if now usps task force says to screen at every two years we have concerns thats going to lead to even more disparities between whites blacks in breast cancer diagnosis said chair of american college of radiology breast imaging commission dr stamatia destounis black women in us more likely to die of their breast cancer despite pretty much equal incidence rates between whites blacks also much more likely to be diagnosed with later stage cancer she said us preventative services task force guidelines will now enter a period of public comment that will remain open until june,health
